"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"7901","20202","2000","214","1050","20.38095238","214","100"
"7901","20202","2003","89","1050","8.476190476","89","100"
"7901","20202","2004","208","1050","19.809523809","208","100"
"7901","20202","3000","16","1050","1.523809523","16","100"
"7901","20202","3002","221","1050","21.047619047","221","100"
"7902","20101","2000","55","1050","5.238095238","55","100"
"7902","20101","2002","3","1050","0.285714285","3","100"
"7902","20101","2003","8","1050","0.761904761","8","100"
"7902","20101","2004","81","1050","7.714285714","81","100"
"7902","20101","2005","188","1050","17.904761904","188","100"
"7902","20101","2006","162","1050","15.428571428","162","100"
"7902","20101","2007","175","1050","16.666666666","175","100"
"7902","20101","2008","149","1050","14.19047619","149","100"
"7902","20101","2009","102","1050","9.714285714","102","100"
"7902","20101","2010","73","1050","6.952380952","73","100"
"7902","20101","2011","54","1050","5.142857142","54","100"
"7903","20201","2000","88","1073","8.201304753","88","100"
"7903","20201","2001","98","1073","9.133271202","98","100"
"7903","20201","2002","160","1073","14.911463187","160","100"
"7903","20201","2003","125","1073","11.649580615","125","100"
"7903","20201","2006","156","1073","14.538676607","156","100"
"7903","20702","1000","185","1073","17.24137931","185","100"
"7903","20702","1001","261","1073","24.324324324","261","100"
"7904","20102","1001","52","922","5.639913232","52","100"
"7904","20102","1002","114","922","12.364425162","114","100"
"7904","20102","1003","120","922","13.015184381","120","100"
"7904","20102","1004","40","922","4.338394793","40","100"
"7904","20102","1005","71","922","7.700650759","71","100"
"7904","20102","1006","35","922","3.796095444","35","100"
"7904","20102","2001","176","922","19.088937093","176","100"
"7904","20102","3000","98","922","10.629067245","98","100"
"7904","20102","3001","20","922","2.169197396","20","100"
"7904","20102","3002","15","922","1.626898047","15","100"
"7904","20102","3003","181","922","19.631236442","181","100"
"7905","17700","2016","1","1069","0.093545369","1","100"
"7905","17700","2017","16","1069","1.496725912","16","100"
"7905","17700","2018","1","1069","0.093545369","1","100"
"7905","17700","2019","10","1069","0.935453695","10","100"
"7905","17700","2020","18","1069","1.683816651","18","100"
"7905","17700","2021","5","1069","0.467726847","5","100"
"7905","17700","2022","141","1069","13.1898971","141","100"
"7905","17700","2023","151","1069","14.125350795","151","100"
"7905","17700","2024","86","1069","8.044901777","86","100"
"7905","17700","2026","57","1069","5.332086061","57","100"
"7905","17700","2028","3","1069","0.280636108","3","100"
"7905","17700","2029","54","1069","5.051449953","54","100"
"7905","17700","2030","5","1069","0.467726847","5","100"
"7905","20102","1000","141","1069","13.1898971","141","100"
"7905","20102","1007","60","1069","5.61272217","60","100"
"7905","20102","2000","320","1069","29.934518241","320","100"
"7906","17700","1005","10","1154","0.866551126","10","100"
"7906","17700","1013","6","1154","0.519930675","6","100"
"7906","17700","1014","3","1154","0.259965337","3","100"
"7906","17700","1022","62","1154","5.372616984","62","100"
"7906","17700","1026","2","1154","0.173310225","2","100"
"7906","17700","1027","76","1154","6.585788561","76","100"
"7906","17700","1028","3","1154","0.259965337","3","100"
"7906","17700","1029","48","1154","4.159445407","48","100"
"7906","22801","1001","59","1154","5.112651646","59","100"
"7906","22801","1002","75","1154","6.499133448","75","100"
"7906","22801","1003","2","1154","0.173310225","2","100"
"7906","22801","1011","62","1154","5.372616984","62","100"
"7906","22801","1012","3","1154","0.259965337","3","100"
"7906","22801","1013","12","1154","1.039861351","12","100"
"7906","22801","1015","47","1154","4.072790294","47","100"
"7906","22801","1016","102","1154","8.83882149","102","100"
"7906","22801","1017","23","1154","1.99306759","23","100"
"7906","22801","1018","157","1154","13.604852686","157","100"
"7906","22801","1019","206","1154","17.850953206","206","100"
"7906","22801","1020","2","1154","0.173310225","2","100"
"7906","22802","1003","71","1154","6.152512998","71","100"
"7906","22802","1004","89","1154","7.712305025","89","100"
"7906","22802","1008","34","1154","2.94627383","34","100"
"7907","20701","2000","300","1089","27.548209366","300","100"
"7907","20701","3000","156","1089","14.32506887","156","100"
"7907","20701","3002","227","1089","20.844811753","227","100"
"7907","20702","2000","181","1089","16.620752984","181","100"
"7907","20702","2001","82","1089","7.529843893","82","100"
"7907","20702","2002","143","1089","13.131313131","143","100"
"7908","20802","1001","121","1007","12.015888778","121","100"
"7908","20802","1002","63","1007","6.256206554","63","100"
"7908","20802","1003","64","1007","6.35551142","64","100"
"7908","20802","1004","71","1007","7.050645481","71","100"
"7908","20802","1005","101","1007","10.029791459","101","100"
"7908","20802","1006","61","1007","6.057596822","61","100"
"7908","20802","2001","131","1007","13.008937437","131","100"
"7908","20802","2002","109","1007","10.824230387","109","100"
"7908","20802","2003","171","1007","16.981132075","171","100"
"7908","20802","2004","115","1007","11.420059582","115","100"
"7909","20801","1001","83","1043","7.957813998","83","100"
"7909","20801","1002","97","1043","9.300095877","97","100"
"7909","20801","1003","138","1043","13.231064237","138","100"
"7909","20801","1004","148","1043","14.189837008","148","100"
"7909","20801","2001","223","1043","21.38063279","223","100"
"7909","20801","2002","77","1043","7.382550335","77","100"
"7909","20801","2003","127","1043","12.176414189","127","100"
"7909","20801","2004","150","1043","14.381591562","150","100"
"7911","20801","1000","119","913","13.033953997","119","100"
"7911","20802","1000","118","913","12.924424972","118","100"
"7911","20802","2000","151","913","16.538882803","151","100"
"7911","22801","1004","40","913","4.381161007","40","100"
"7911","22801","1005","24","913","2.628696604","24","100"
"7911","22801","1006","70","913","7.667031763","70","100"
"7911","22801","1007","69","913","7.557502738","69","100"
"7911","22801","1008","33","913","3.614457831","33","100"
"7911","22801","1009","1","913","0.109529025","1","100"
"7911","22801","1010","2","913","0.21905805","2","100"
"7911","22801","3001","93","913","10.186199342","93","100"
"7911","22801","3002","31","913","3.39539978","31","100"
"7911","22801","3003","162","913","17.743702081","162","100"
"7912","22801","2000","77","1229","6.265256305","77","100"
"7912","22801","2001","122","1229","9.926769731","122","100"
"7912","22801","2002","86","1229","6.997558991","86","100"
"7912","22801","2003","22","1229","1.79007323","22","100"
"7912","22801","2004","33","1229","2.685109845","33","100"
"7912","22801","2005","125","1229","10.170870626","125","100"
"7912","22801","2006","108","1229","8.787632221","108","100"
"7912","22801","2007","156","1229","12.693246541","156","100"
"7912","22801","2008","142","1229","11.554109031","142","100"
"7912","22801","2009","130","1229","10.577705451","130","100"
"7912","22802","2001","96","1229","7.811228641","96","100"
"7912","22802","2002","132","1229","10.740439381","132","100"
"7913","20701","1000","160","1154","13.864818024","160","100"
"7913","20701","1005","154","1154","13.344887348","154","100"
"7913","20801","3002","167","1154","14.471403812","167","100"
"7913","20801","3003","151","1154","13.08492201","151","100"
"7913","20900","4000","82","1154","7.105719237","82","100"
"7913","20900","4001","105","1154","9.098786828","105","100"
"7913","21000","1000","102","1154","8.83882149","102","100"
"7913","21000","1001","122","1154","10.571923743","122","100"
"7913","21000","1006","111","1154","9.618717504","111","100"
"7914","20801","2000","154","1216","12.664473684","154","100"
"7914","20801","3000","174","1216","14.309210526","174","100"
"7914","20801","3001","113","1216","9.292763157","113","100"
"7914","20900","1000","173","1216","14.226973684","173","100"
"7914","20900","1001","103","1216","8.470394736","103","100"
"7914","22801","3004","117","1216","9.621710526","117","100"
"7914","22803","1003","220","1216","18.092105263","220","100"
"7914","22803","1004","162","1216","13.322368421","162","100"
"7915","22801","3005","114","1042","10.94049904","114","100"
"7915","22801","3006","177","1042","16.986564299","177","100"
"7915","22801","3007","145","1042","13.915547024","145","100"
"7915","22803","1000","72","1042","6.909788867","72","100"
"7915","22803","1001","148","1042","14.203454894","148","100"
"7915","22803","1002","118","1042","11.324376199","118","100"
"7915","22803","2003","153","1042","14.683301343","153","100"
"7915","22803","2004","115","1042","11.03646833","115","100"
"7916","22803","1005","98","1093","8.966148215","98","100"
"7916","22803","1006","91","1093","8.325709057","91","100"
"7916","22803","1007","132","1093","12.076852698","132","100"
"7916","22803","3003","148","1093","13.540713632","148","100"
"7916","22803","3004","132","1093","12.076852698","132","100"
"7916","22901","1000","147","1093","13.449222323","147","100"
"7916","22901","1001","113","1093","10.33851784","113","100"
"7916","22902","1001","112","1093","10.247026532","112","100"
"7916","22902","1002","120","1093","10.978956999","120","100"
"7917","22802","2003","142","1144","12.412587412","142","100"
"7917","22802","2004","157","1144","13.723776223","157","100"
"7917","22803","2000","141","1144","12.325174825","141","100"
"7917","22803","2001","138","1144","12.062937062","138","100"
"7917","22803","2002","164","1144","14.335664335","164","100"
"7917","22803","3000","151","1144","13.199300699","151","100"
"7917","22803","3001","116","1144","10.139860139","116","100"
"7917","22803","3002","135","1144","11.8006993","135","100"
"7918","20900","1002","105","978","10.736196319","105","100"
"7918","20900","1003","167","978","17.075664621","167","100"
"7918","20900","1004","78","978","7.975460122","78","100"
"7918","20900","1005","112","978","11.45194274","112","100"
"7918","20900","1006","68","978","6.952965235","68","100"
"7918","20900","1007","37","978","3.783231083","37","100"
"7918","20900","4002","31","978","3.169734151","31","100"
"7918","20900","4003","120","978","12.26993865","120","100"
"7918","21000","2000","81","978","8.282208588","81","100"
"7918","21000","2001","95","978","9.713701431","95","100"
"7918","21000","2005","84","978","8.588957055","84","100"
"7919","20900","2000","109","1092","9.981684981","109","100"
"7919","20900","2001","57","1092","5.219780219","57","100"
"7919","20900","2002","74","1092","6.776556776","74","100"
"7919","20900","2003","36","1092","3.296703296","36","100"
"7919","20900","2004","65","1092","5.952380952","65","100"
"7919","20900","2005","93","1092","8.516483516","93","100"
"7919","20900","3000","30","1092","2.747252747","30","100"
"7919","20900","3001","61","1092","5.586080586","61","100"
"7919","20900","3002","112","1092","10.256410256","112","100"
"7919","20900","3003","51","1092","4.67032967","51","100"
"7919","20900","3004","39","1092","3.571428571","39","100"
"7919","20900","3005","113","1092","10.347985347","113","100"
"7919","20900","4004","111","1092","10.164835164","111","100"
"7919","20900","4005","41","1092","3.754578754","41","100"
"7919","20900","4006","68","1092","6.227106227","68","100"
"7919","20900","4007","32","1092","2.93040293","32","100"
"7921","22901","1002","129","1081","11.933395004","129","100"
"7921","22901","1003","134","1081","12.395929694","134","100"
"7921","22901","1004","198","1081","18.316373728","198","100"
"7921","22901","1005","198","1081","18.316373728","198","100"
"7921","22901","3000","53","1081","4.902867715","53","100"
"7921","22901","3001","63","1081","5.827937095","63","100"
"7921","22901","3002","38","1081","3.515263644","38","100"
"7921","22901","3003","103","1081","9.528214616","103","100"
"7921","22901","3004","64","1081","5.920444033","64","100"
"7921","22901","3005","101","1081","9.34320074","101","100"
"7922","22901","2000","99","1014","9.763313609","99","100"
"7922","22901","2001","89","1014","8.777120315","89","100"
"7922","22901","2002","111","1014","10.946745562","111","100"
"7922","22901","2003","105","1014","10.355029585","105","100"
"7922","22901","2004","113","1014","11.14398422","113","100"
"7922","22901","2005","74","1014","7.297830374","74","100"
"7922","22901","2006","6","1014","0.591715976","6","100"
"7922","22901","2007","42","1014","4.142011834","42","100"
"7922","22901","2008","73","1014","7.199211045","73","100"
"7922","22901","2009","79","1014","7.790927021","79","100"
"7922","22901","2010","80","1014","7.889546351","80","100"
"7922","22902","1003","105","1014","10.355029585","105","100"
"7922","22902","1004","38","1014","3.747534516","38","100"
"7923","22902","1000","111","1007","11.022840119","111","100"
"7923","22902","1005","146","1007","14.498510427","146","100"
"7923","22903","1000","113","1007","11.221449851","113","100"
"7923","22903","1001","120","1007","11.916583912","120","100"
"7923","22903","1002","129","1007","12.810327706","129","100"
"7923","22903","1003","131","1007","13.008937437","131","100"
"7923","22903","1004","105","1007","10.427010923","105","100"
"7923","22903","1005","152","1007","15.094339622","152","100"
"7924","22902","2000","102","1167","8.740359897","102","100"
"7924","22902","2001","118","1167","10.111396743","118","100"
"7924","22902","2002","159","1167","13.624678663","159","100"
"7924","22902","2003","93","1167","7.96915167","93","100"
"7924","22902","2004","94","1167","8.054841473","94","100"
"7924","22902","2005","96","1167","8.226221079","96","100"
"7924","22903","2009","27","1167","2.313624678","27","100"
"7924","22903","3000","164","1167","14.053127677","164","100"
"7924","22903","3001","117","1167","10.02570694","117","100"
"7924","22903","3002","105","1167","8.997429305","105","100"
"7924","22903","3003","92","1167","7.883461868","92","100"
"7925","25300","3000","92","1143","8.048993875","92","100"
"7925","25300","4000","111","1143","9.711286089","111","100"
"7925","25300","4002","51","1143","4.461942257","51","100"
"7925","25300","4003","303","1143","26.509186351","303","100"
"7925","25300","4004","90","1143","7.874015748","90","100"
"7925","25300","4005","100","1143","8.748906386","100","100"
"7925","25300","4006","142","1143","12.423447069","142","100"
"7925","25300","4007","177","1143","15.485564304","177","100"
"7925","25300","4008","19","1143","1.662292213","19","100"
"7925","25300","4010","58","1143","5.074365704","58","100"
"7926","25200","1000","68","751","9.054593874","68","100"
"7926","25200","1001","111","751","14.780292942","111","100"
"7926","25200","1002","1","751","0.133155792","1","100"
"7926","25200","1003","310","751","41.278295605","310","100"
"7926","25200","1004","261","751","34.753661784","261","100"
"7927","25100","1000","33","1085","3.041474654","33","100"
"7927","25100","1001","34","1085","3.133640552","34","100"
"7927","25100","1002","34","1085","3.133640552","34","100"
"7927","25100","1003","67","1085","6.175115207","67","100"
"7927","25100","1005","90","1085","8.294930875","90","100"
"7927","25100","1006","136","1085","12.534562211","136","100"
"7927","25100","1007","39","1085","3.594470046","39","100"
"7927","25100","1008","56","1085","5.161290322","56","100"
"7927","25100","1009","99","1085","9.124423963","99","100"
"7927","25100","1010","73","1085","6.728110599","73","100"
"7927","25100","1011","32","1085","2.949308755","32","100"
"7927","25100","1012","12","1085","1.105990783","12","100"
"7927","25100","1013","31","1085","2.857142857","31","100"
"7927","25100","1014","85","1085","7.834101382","85","100"
"7927","25100","1015","24","1085","2.211981566","24","100"
"7927","25100","1016","40","1085","3.686635944","40","100"
"7927","25100","1017","38","1085","3.502304147","38","100"
"7927","25100","1018","63","1085","5.806451612","63","100"
"7927","25100","2000","30","1085","2.764976958","30","100"
"7927","25100","2001","23","1085","2.119815668","23","100"
"7927","25100","3000","46","1085","4.239631336","46","100"
"7928","25200","2004","77","1006","7.654075546","77","100"
"7928","25200","2005","94","1006","9.343936381","94","100"
"7928","25200","2006","27","1006","2.68389662","27","100"
"7928","25200","4000","105","1006","10.437375745","284","36.971830985"
"7928","25300","1000","106","1006","10.536779324","106","100"
"7928","25300","1001","129","1006","12.82306163","129","100"
"7928","25300","1002","109","1006","10.834990059","109","100"
"7928","25300","1003","81","1006","8.05168986","81","100"
"7928","25300","1004","94","1006","9.343936381","94","100"
"7928","25300","1005","30","1006","2.982107355","30","100"
"7928","25300","1006","74","1006","7.355864811","74","100"
"7928","25300","1007","80","1006","7.952286282","80","100"
"7929","25200","2000","103","804","12.810945273","103","100"
"7929","25200","2001","315","804","39.179104477","315","100"
"7929","25200","2002","126","804","15.671641791","126","100"
"7929","25200","2003","96","804","11.940298507","96","100"
"7929","25200","2007","61","804","7.587064676","61","100"
"7929","25200","2008","53","804","6.5920398","53","100"
"7929","25200","2009","50","804","6.218905472","50","100"
"7931","25100","2002","45","824","5.461165048","45","100"
"7931","25100","2003","47","824","5.703883495","47","100"
"7931","25100","2004","91","824","11.04368932","91","100"
"7931","25100","2005","46","824","5.582524271","46","100"
"7931","25100","2006","71","824","8.616504854","71","100"
"7931","25100","2007","110","824","13.349514563","110","100"
"7931","25100","2008","48","824","5.825242718","48","100"
"7931","25100","2009","18","824","2.184466019","18","100"
"7931","25100","2010","43","824","5.218446601","43","100"
"7931","25100","2011","51","824","6.189320388","51","100"
"7931","25100","2012","18","824","2.184466019","18","100"
"7931","25100","3001","116","824","14.077669902","116","100"
"7931","25100","3002","30","824","3.640776699","30","100"
"7931","25100","3003","57","824","6.917475728","57","100"
"7931","25100","3004","33","824","4.004854368","33","100"
"7932","25200","4000","179","1168","15.325342465","284","63.028169014"
"7932","25300","2000","30","1168","2.56849315","30","100"
"7932","25300","2001","43","1168","3.681506849","43","100"
"7932","25300","2002","51","1168","4.366438356","51","100"
"7932","25300","2003","41","1168","3.510273972","41","100"
"7932","25300","2004","38","1168","3.253424657","38","100"
"7932","25300","2005","87","1168","7.448630136","87","100"
"7932","25300","2006","59","1168","5.051369863","59","100"
"7932","25300","2007","74","1168","6.335616438","74","100"
"7932","25300","2008","70","1168","5.993150684","70","100"
"7932","25300","2009","72","1168","6.164383561","72","100"
"7932","25300","3003","41","1168","3.510273972","41","100"
"7932","25300","3004","75","1168","6.421232876","75","100"
"7932","25300","3005","53","1168","4.537671232","53","100"
"7932","25300","3006","82","1168","7.020547945","82","100"
"7932","25300","3007","93","1168","7.962328767","93","100"
"7932","25300","3008","80","1168","6.849315068","80","100"
"7933","25200","3000","71","1186","5.986509274","108","65.74074074"
"7933","25200","3001","14","1186","1.180438448","14","100"
"7933","25200","3004","26","1186","2.192242833","26","100"
"7933","25200","3005","56","1186","4.721753794","56","100"
"7933","25200","3006","63","1186","5.311973018","63","100"
"7933","25200","3007","63","1186","5.311973018","63","100"
"7933","25200","3008","73","1186","6.155143338","73","100"
"7933","25200","3012","78","1186","6.576728499","78","100"
"7933","25200","3013","79","1186","6.661045531","79","100"
"7933","25200","3014","67","1186","5.649241146","67","100"
"7933","25200","3015","61","1186","5.143338954","61","100"
"7933","25200","4001","14","1186","1.180438448","14","100"
"7933","25200","4002","42","1186","3.541315345","42","100"
"7933","25200","4003","67","1186","5.649241146","67","100"
"7933","25200","4004","66","1186","5.564924114","66","100"
"7933","25200","4005","63","1186","5.311973018","63","100"
"7933","25200","4006","59","1186","4.97470489","59","100"
"7933","25200","4007","72","1186","6.070826306","72","100"
"7933","25200","4008","57","1186","4.806070826","57","100"
"7933","25200","4009","56","1186","4.721753794","56","100"
"7933","25200","4010","39","1186","3.288364249","39","100"
"7934","25100","3007","34","742","4.582210242","34","100"
"7934","25100","3008","33","742","4.447439353","33","100"
"7934","25100","3009","79","742","10.646900269","79","100"
"7934","25200","3000","37","742","4.986522911","108","34.259259259"
"7934","25200","3002","4","742","0.539083557","4","100"
"7934","25200","3003","4","742","0.539083557","4","100"
"7934","25200","3009","59","742","7.951482479","59","100"
"7934","25200","3010","94","742","12.668463611","94","100"
"7934","25200","3011","70","742","9.433962264","70","100"
"7934","25200","3016","39","742","5.25606469","39","100"
"7934","25402","2000","65","742","8.760107816","65","100"
"7934","25402","3000","78","742","10.51212938","78","100"
"7934","25402","3001","76","742","10.242587601","76","100"
"7934","25402","3002","70","742","9.433962264","70","100"
"7935","25401","1001","36","1174","3.066439522","36","100"
"7935","25401","1002","78","1174","6.643952299","78","100"
"7935","25401","1003","118","1174","10.051107325","118","100"
"7935","25401","1004","97","1174","8.262350936","97","100"
"7935","25401","1005","142","1174","12.09540034","142","100"
"7935","25401","1006","120","1174","10.221465076","120","100"
"7935","25401","3000","134","1174","11.413969335","134","100"
"7935","25401","3001","8","1174","0.681431005","8","100"
"7935","25401","3004","167","1174","14.224872231","167","100"
"7935","25401","3005","46","1174","3.918228279","46","100"
"7935","25401","3006","135","1174","11.499148211","176","76.704545454"
"7935","25403","1000","93","1174","7.921635434","93","100"
"7936","25401","1000","129","1051","12.274024738","129","100"
"7936","25401","2000","38","1051","3.615604186","38","100"
"7936","25401","2001","69","1051","6.565176022","69","100"
"7936","25401","2002","43","1051","4.091341579","43","100"
"7936","25401","2003","43","1051","4.091341579","43","100"
"7936","25401","2004","63","1051","5.994291151","63","100"
"7936","25401","2005","56","1051","5.328258801","56","100"
"7936","25401","2006","30","1051","2.854424357","30","100"
"7936","25401","2008","112","1051","10.656517602","112","100"
"7936","25401","2009","152","1051","14.462416745","152","100"
"7936","25402","1009","67","1051","6.374881065","67","100"
"7936","25402","1010","80","1051","7.611798287","80","100"
"7936","25403","2008","169","1051","16.079923882","169","100"
"7937","25402","1000","10","965","1.03626943","10","100"
"7937","25402","1001","2","965","0.207253886","2","100"
"7937","25402","1002","29","965","3.005181347","29","100"
"7937","25402","1003","60","965","6.21761658","60","100"
"7937","25402","1004","65","965","6.735751295","65","100"
"7937","25402","1005","71","965","7.357512953","71","100"
"7937","25402","1006","47","965","4.870466321","47","100"
"7937","25402","1007","75","965","7.772020725","75","100"
"7937","25402","1008","66","965","6.839378238","66","100"
"7937","25402","1011","48","965","4.974093264","48","100"
"7937","25402","1012","58","965","6.010362694","58","100"
"7937","25402","1013","57","965","5.906735751","57","100"
"7937","25402","2001","33","965","3.419689119","33","100"
"7937","25402","2002","38","965","3.937823834","38","100"
"7937","25402","2003","73","965","7.564766839","73","100"
"7937","25402","2004","6","965","0.621761658","6","100"
"7937","25402","2007","54","965","5.595854922","54","100"
"7937","25402","2008","50","965","5.18134715","50","100"
"7937","25402","2009","62","965","6.424870466","62","100"
"7937","25402","2010","61","965","6.321243523","61","100"
"7938","25100","3006","167","888","18.806306306","167","100"
"7938","25402","2005","53","888","5.968468468","53","100"
"7938","25402","2006","25","888","2.815315315","25","100"
"7938","25402","2011","64","888","7.207207207","64","100"
"7938","25402","3003","65","888","7.319819819","65","100"
"7938","25402","3004","49","888","5.518018018","49","100"
"7938","25402","3005","57","888","6.418918918","57","100"
"7938","25402","3006","83","888","9.346846846","83","100"
"7938","25402","3009","13","888","1.463963963","13","100"
"7938","25402","3010","58","888","6.531531531","58","100"
"7938","25402","3011","55","888","6.193693693","55","100"
"7938","25402","3012","64","888","7.207207207","64","100"
"7938","25403","2000","135","888","15.202702702","135","100"
"7939","25401","3006","41","792","5.176767676","176","23.295454545"
"7939","25403","1005","125","792","15.782828282","125","100"
"7939","25403","1006","27","792","3.409090909","27","100"
"7939","25403","1007","28","792","3.535353535","28","100"
"7939","25403","1008","35","792","4.419191919","35","100"
"7939","25403","1009","15","792","1.893939393","15","100"
"7939","25403","1010","35","792","4.419191919","35","100"
"7939","25403","1011","12","792","1.515151515","12","100"
"7939","25403","1012","38","792","4.797979797","38","100"
"7939","25403","1013","33","792","4.166666666","33","100"
"7939","25403","1014","170","792","21.464646464","170","100"
"7939","25403","1016","115","792","14.52020202","115","100"
"7939","25403","1017","43","792","5.429292929","43","100"
"7939","25403","1018","52","792","6.565656565","52","100"
"7939","25403","2009","23","792","2.904040404","89","25.842696629"
"7941","25403","2003","319","986","32.352941176","319","100"
"7941","25403","2004","125","986","12.677484787","125","100"
"7941","25403","2005","175","986","17.748478701","175","100"
"7941","25403","2006","75","986","7.606490872","75","100"
"7941","25403","2007","52","986","5.273833671","52","100"
"7941","25403","2009","66","986","6.693711967","89","74.15730337"
"7941","25403","2010","57","986","5.780933062","57","100"
"7941","25403","2011","56","986","5.679513184","56","100"
"7941","25403","2012","61","986","6.186612576","61","100"
"7942","25600","2000","33","989","3.336703741","33","100"
"7942","25600","2001","28","989","2.831142568","28","100"
"7942","25600","2002","65","989","6.572295247","65","100"
"7942","25701","1000","311","989","31.445904954","311","100"
"7942","25701","1001","53","989","5.358948432","53","100"
"7942","25701","1002","67","989","6.774519716","67","100"
"7942","25701","1003","48","989","4.853387259","48","100"
"7942","25701","1004","58","989","5.864509605","58","100"
"7942","25701","1005","63","989","6.370070778","63","100"
"7942","25701","1006","147","989","14.863498483","147","100"
"7942","25701","3004","56","989","5.662285136","56","100"
"7942","25701","3005","36","989","3.640040444","36","100"
"7942","25701","3006","24","989","2.426693629","24","100"
"7943","25701","2001","22","1060","2.075471698","22","100"
"7943","25701","2002","103","1060","9.716981132","103","100"
"7943","25701","2003","75","1060","7.075471698","75","100"
"7943","25701","2004","66","1060","6.226415094","66","100"
"7943","25701","2005","126","1060","11.886792452","126","100"
"7943","25701","2006","52","1060","4.905660377","52","100"
"7943","25701","2007","35","1060","3.301886792","35","100"
"7943","25701","2008","116","1060","10.943396226","116","100"
"7943","25701","2009","97","1060","9.150943396","97","100"
"7943","25701","2010","20","1060","1.886792452","20","100"
"7943","25701","2011","72","1060","6.79245283","72","100"
"7943","25701","2012","68","1060","6.415094339","68","100"
"7943","25701","2013","95","1060","8.96226415","95","100"
"7943","25701","2014","113","1060","10.660377358","113","100"
"7944","25701","3001","65","989","6.572295247","65","100"
"7944","25701","3002","63","989","6.370070778","63","100"
"7944","25701","3003","75","989","7.583417593","75","100"
"7944","25701","3007","87","989","8.796764408","87","100"
"7944","25701","3008","76","989","7.684529828","76","100"
"7944","25701","3009","74","989","7.482305358","74","100"
"7944","25701","3010","75","989","7.583417593","75","100"
"7944","25702","3001","74","989","7.482305358","74","100"
"7944","25702","3002","72","989","7.280080889","72","100"
"7944","25702","3003","60","989","6.066734074","60","100"
"7944","25702","3004","88","989","8.897876643","88","100"
"7944","25900","1000","71","989","7.178968655","71","100"
"7944","25900","1001","109","989","11.021233569","109","100"
"7945","25701","3000","21","1056","1.988636363","21","100"
"7945","25701","3012","86","1056","8.143939393","86","100"
"7945","25702","2003","77","1056","7.291666666","77","100"
"7945","25702","2004","82","1056","7.765151515","82","100"
"7945","25702","2005","51","1056","4.829545454","51","100"
"7945","25702","2006","100","1056","9.469696969","100","100"
"7945","25702","2007","103","1056","9.753787878","103","100"
"7945","25702","2008","81","1056","7.670454545","81","100"
"7945","25702","2009","98","1056","9.28030303","98","100"
"7945","25702","2010","48","1056","4.545454545","48","100"
"7945","25702","2011","86","1056","8.143939393","86","100"
"7945","25702","2012","82","1056","7.765151515","82","100"
"7945","25702","2014","52","1056","4.924242424","52","100"
"7945","25702","3000","89","1056","8.428030303","89","100"
"7946","25600","2006","62","1032","6.007751937","62","100"
"7946","25600","2007","67","1032","6.492248062","67","100"
"7946","25600","2008","83","1032","8.042635658","83","100"
"7946","25600","2009","62","1032","6.007751937","62","100"
"7946","25900","1002","116","1032","11.240310077","116","100"
"7946","25900","1003","251","1032","24.321705426","251","100"
"7946","25900","1009","79","1032","7.655038759","79","100"
"7946","25900","1010","64","1032","6.201550387","64","100"
"7946","25900","1012","177","1032","17.15116279","177","100"
"7946","25900","1013","71","1032","6.879844961","71","100"
"7947","25702","1002","97","1097","8.842297174","134","72.388059701"
"7947","25702","1003","105","1097","9.571558796","105","100"
"7947","25702","1004","99","1097","9.024612579","99","100"
"7947","25702","1005","76","1097","6.927985414","76","100"
"7947","25702","1006","64","1097","5.83409298","64","100"
"7947","25702","1007","78","1097","7.11030082","78","100"
"7947","25702","1008","97","1097","8.842297174","97","100"
"7947","25702","3006","45","1097","4.102096627","45","100"
"7947","25702","3007","44","1097","4.010938924","44","100"
"7947","25702","3008","87","1097","7.930720145","87","100"
"7947","25702","3009","64","1097","5.83409298","64","100"
"7947","25702","3010","64","1097","5.83409298","64","100"
"7947","25702","3011","98","1097","8.933454876","98","100"
"7947","25900","1005","79","1097","7.201458523","79","100"
"7948","25900","2000","93","1082","8.595194085","93","100"
"7948","25900","2001","32","1082","2.957486136","32","100"
"7948","25900","2002","79","1082","7.3012939","79","100"
"7948","25900","2003","73","1082","6.746765249","73","100"
"7948","25900","2004","81","1082","7.486136783","81","100"
"7948","25900","2005","76","1082","7.024029574","76","100"
"7948","25900","2006","80","1082","7.393715341","80","100"
"7948","25900","2007","142","1082","13.123844731","142","100"
"7948","25900","2008","74","1082","6.839186691","74","100"
"7948","25900","2009","150","1082","13.863216266","150","100"
"7948","25900","2015","78","1082","7.208872458","78","100"
"7948","25900","2016","67","1082","6.192236598","67","100"
"7948","25900","2017","57","1082","5.268022181","57","100"
"7949","25702","1002","37","736","5.027173913","134","27.611940298"
"7949","25800","1000","88","736","11.956521739","88","100"
"7949","25800","1001","93","736","12.635869565","93","100"
"7949","25800","1002","69","736","9.375","69","100"
"7949","25800","1003","85","736","11.548913043","85","100"
"7949","25800","1004","58","736","7.880434782","58","100"
"7949","25800","1005","91","736","12.364130434","91","100"
"7949","25800","1006","55","736","7.472826086","55","100"
"7949","25800","1007","50","736","6.79347826","50","100"
"7949","25800","2005","110","736","14.945652173","110","100"
"9101","47902","1000","89","1106","8.047016274","89","100"
"9101","47902","1001","98","1106","8.860759493","98","100"
"9101","47902","1002","129","1106","11.663652802","129","100"
